n,tiempo[ms]
100,86145
200,606707
300,4.21806e+06
400,4.19445e+06
500,4.68314e+06
600,2.74299e+07
700,2.75865e+07
800,2.9907e+07
900,2.90456e+07
1000,2.91323e+07
