n,tiempo[ms]
10000,94185
20000,375988
30000,851287
40000,1.51387e+06
50000,2.36606e+06
60000,3.37846e+06
70000,4.61438e+06
80000,6.0301e+06
90000,7.63525e+06
100000,9.43360e+06
