n,tiempo[ms]
100,86484
200,600268
300,3.88026e+06
400,4.23123e+06
500,4.10881e+06
600,2.7233e+07
700,2.71153e+07
800,2.96386e+07
900,2.93374e+07
1000,2.87454e+07
