n,tiempo[ms]
10000,93895
20000,375515
30000,845485
40000,1.5069e+06
50000,2.34871e+06
60000,3.37769e+06
70000,4.59808e+06
80000,5.99590e+06
90000,7.5974e+06
100000,9.41098e+06
